state_code,date_month,seasonal_period,theft_rate_percent,christmas_theft_multiplier,vandalism_incidents,traffic_congestion_index,weather_disruption_index,risk_zone_score
MI,2025-04-01,Normal,1.31,1.0,25,61.6,57.2,60.7
MI,2025-05-01,Normal,0.59,1.0,26,63.4,44.4,54.5
MI,2025-06-01,Normal,0.9,1.0,60,60.2,35.1,48.5
MI,2025-07-01,Normal,1.25,1.0,45,86.5,39.8,64.4
MI,2025-08-01,Normal,0.87,1.0,79,80.1,38.8,60.3
MI,2025-09-01,Normal,0.69,1.0,47,68.9,51.5,60.9
MN,2020-01-01,Post_Christmas,0.7,1.0,73,36.6,60.8,49.4
MN,2020-02-01,Normal,0.91,1.0,48,50.5,64.3,58.3
MN,2020-03-01,Normal,0.98,1.0,35,57.6,50.5,55.0
MN,2020-04-01,Normal,1.36,1.0,60,39.0,33.7,37.7
MN,2020-05-01,Normal,1.14,1.0,41,39.6,31.4,36.6
MN,2020-06-01,Normal,1.19,1.0,29,55.6,33.3,45.6
MN,2020-07-01,Normal,1.48,1.0,43,56.8,50.7,55.2
MN,2020-08-01,Normal,0.91,1.0,56,57.4,34.2,46.7
MN,2020-09-01,Normal,0.9,1.0,36,38.8,34.4,37.5
MN,2020-10-01,Normal,1.42,1.0,59,33.6,36.9,36.7
MN,2020-11-01,Normal,0.75,1.0,78,43.2,52.5,48.6
MN,2020-12-01,Pre_Christmas,1.66,1.78,50,46.2,66.0,59.1
MN,2021-01-01,Post_Christmas,0.6,1.0,68,31.1,61.1,46.7
MN,2021-02-01,Normal,0.97,1.0,22,49.0,87.2,69.1
MN,2021-03-01,Normal,0.7,1.0,78,57.2,56.3,57.5
MN,2021-04-01,Normal,0.69,1.0,38,59.3,35.5,48.1
MN,2021-05-01,Normal,0.96,1.0,68,49.5,38.0,44.7
MN,2021-06-01,Normal,0.79,1.0,65,58.5,35.7,47.9
MN,2021-07-01,Normal,1.3,1.0,64,32.3,51.6,43.2
MN,2021-08-01,Normal,1.41,1.0,73,40.8,37.5,40.6
MN,2021-09-01,Normal,1.3,1.0,22,30.3,57.9,45.4
MN,2021-10-01,Normal,0.77,1.0,51,59.4,54.8,57.9
MN,2021-11-01,Normal,0.77,1.0,16,57.1,47.7,53.2
MN,2021-12-01,Pre_Christmas,0.93,1.57,42,34.0,60.3,48.6
MN,2022-01-01,Post_Christmas,1.44,1.0,52,41.0,86.5,65.2
MN,2022-02-01,Normal,0.9,1.0,61,37.8,81.8,60.7
MN,2022-03-01,Normal,0.72,1.0,22,55.4,53.6,55.2
MN,2022-04-01,Normal,1.35,1.0,33,34.8,32.2,34.9
MN,2022-05-01,Normal,0.9,1.0,57,53.7,51.3,53.4
MN,2022-06-01,Normal,0.54,1.0,67,46.6,54.1,50.9
MN,2022-07-01,Normal,0.66,1.0,71,41.3,58.7,50.7
MN,2022-08-01,Normal,1.14,1.0,15,34.4,47.4,42.0
MN,2022-09-01,Normal,1.28,1.0,38,59.9,45.2,53.8
MN,2022-10-01,Normal,0.71,1.0,10,48.5,42.8,46.4
MN,2022-11-01,Normal,1.42,1.0,67,43.2,51.0,48.5
MN,2022-12-01,Pre_Christmas,1.85,1.78,22,49.0,87.6,71.6
MN,2023-01-01,Post_Christmas,0.73,1.0,11,54.6,78.0,67.0
MN,2023-02-01,Normal,0.55,1.0,71,54.3,66.8,61.1
MN,2023-03-01,Normal,1.37,1.0,40,48.5,30.5,40.9
MN,2023-04-01,Normal,0.81,1.0,39,56.6,48.6,53.4
MN,2023-05-01,Normal,1.12,1.0,55,39.0,55.9,48.6
MN,2023-06-01,Normal,1.26,1.0,29,51.1,32.0,42.8
MN,2023-07-01,Normal,0.63,1.0,58,42.1,41.9,42.6
MN,2023-08-01,Normal,1.28,1.0,40,48.0,58.2,54.4
MN,2023-09-01,Normal,1.44,1.0,29,59.9,45.1,53.9
MN,2023-10-01,Normal,1.23,1.0,37,59.5,36.6,49.3
MN,2023-11-01,Normal,0.94,1.0,10,45.4,40.6,43.9
MN,2023-12-01,Pre_Christmas,1.8,1.53,38,56.2,72.2,67.0
MN,2024-01-01,Post_Christmas,1.24,1.0,18,59.6,63.5,62.8
MN,2024-02-01,Normal,1.32,1.0,55,53.4,79.8,67.9
MN,2024-03-01,Normal,1.25,1.0,39,32.0,47.8,41.1
MN,2024-04-01,Normal,0.79,1.0,19,39.7,49.4,45.3
MN,2024-05-01,Normal,0.62,1.0,62,56.9,48.3,53.2
MN,2024-06-01,Normal,0.74,1.0,64,53.1,30.5,42.5
MN,2024-07-01,Normal,1.0,1.0,12,52.3,35.2,44.8
MN,2024-08-01,Normal,1.01,1.0,24,50.0,35.0,43.5
MN,2024-09-01,Normal,1.08,1.0,35,42.5,32.9,38.8
MN,2024-10-01,Normal,0.9,1.0,61,42.1,52.1,48.0
MN,2024-11-01,Normal,1.29,1.0,15,54.3,33.6,45.2
MN,2024-12-01,Pre_Christmas,1.77,1.72,81,45.4,80.0,65.7
MN,2025-01-01,Post_Christmas,1.24,1.0,70,51.8,65.4,59.8
MN,2025-02-01,Normal,1.18,1.0,16,55.3,63.5,60.6
MN,2025-03-01,Normal,1.02,1.0,19,39.6,34.9,38.3
MN,2025-04-01,Normal,0.69,1.0,76,52.3,45.3,49.5
MN,2025-05-01,Normal,1.3,1.0,46,33.2,49.4,42.6
MN,2025-06-01,Normal,1.46,1.0,42,34.1,54.4,45.7
MN,2025-07-01,Normal,1.22,1.0,58,42.5,33.9,39.4
MN,2025-08-01,Normal,1.42,1.0,54,31.7,48.5,41.5
MN,2025-09-01,Normal,1.48,1.0,52,58.4,53.2,57.3
MS,2020-01-01,Post_Christmas,0.85,1.0,11,57.1,16.2,37.5
MS,2020-02-01,Normal,1.14,1.0,48,31.5,11.6,22.7
MS,2020-03-01,Normal,0.97,1.0,29,55.1,13.1,35.1
MS,2020-04-01,Normal,1.49,1.0,66,45.3,11.8,30.0
MS,2020-05-01,Normal,0.59,1.0,45,51.1,27.7,40.0
MS,2020-06-01,Normal,0.91,1.0,18,56.6,17.5,38.0
MS,2020-07-01,Normal,1.38,1.0,72,47.3,20.5,35.3
MS,2020-08-01,Normal,0.78,1.0,29,33.5,25.4,30.2
MS,2020-09-01,Normal,1.29,1.0,29,30.1,17.4,25.0
MS,2020-10-01,Normal,0.88,1.0,75,44.9,23.0,34.8
MS,2020-11-01,Normal,1.48,1.0,64,58.5,11.5,36.5
MS,2020-12-01,Pre_Christmas,1.74,1.7,86,53.7,19.6,39.6
MS,2021-01-01,Post_Christmas,1.27,1.0,56,30.9,11.9,22.7
MS,2021-02-01,Normal,0.84,1.0,51,57.4,15.0,37.0
MS,2021-03-01,Normal,1.11,1.0,30,39.8,15.9,29.0
MS,2021-04-01,Normal,1.16,1.0,37,51.1,24.4,38.9
MS,2021-05-01,Normal,1.33,1.0,26,50.8,23.5,38.5
MS,2021-06-01,Normal,0.52,1.0,24,37.6,24.9,31.8
MS,2021-07-01,Normal,0.72,1.0,40,31.9,11.2,22.3
MS,2021-08-01,Normal,1.21,1.0,74,41.6,29.9,37.0
MS,2021-09-01,Normal,1.06,1.0,54,39.5,11.1,26.4
MS,2021-10-01,Normal,1.0,1.0,34,51.0,26.5,39.8
MS,2021-11-01,Normal,0.56,1.0,40,54.6,24.8,40.3
MS,2021-12-01,Pre_Christmas,1.16,1.71,66,42.3,21.8,34.0
MS,2022-01-01,Post_Christmas,0.53,1.0,27,31.2,18.8,25.5
MS,2022-02-01,Normal,0.9,1.0,27,36.4,25.1,31.6
MS,2022-03-01,Normal,1.45,1.0,50,52.9,24.8,40.3
MS,2022-04-01,Normal,0.55,1.0,59,53.8,12.7,33.8
MS,2022-05-01,Normal,1.25,1.0,46,53.3,25.9,40.8
MS,2022-06-01,Normal,0.76,1.0,30,34.3,11.6,23.7
MS,2022-07-01,Normal,1.37,1.0,48,46.5,20.0,34.6
MS,2022-08-01,Normal,1.25,1.0,65,42.7,22.9,34.0
MS,2022-09-01,Normal,1.39,1.0,25,59.7,26.4,44.4
MS,2022-10-01,Normal,0.72,1.0,50,49.6,19.3,35.2
MS,2022-11-01,Normal,1.03,1.0,57,58.1,14.7,37.4
MS,2022-12-01,Pre_Christmas,1.6,1.64,41,39.3,19.8,32.2
MS,2023-01-01,Post_Christmas,0.73,1.0,37,53.1,15.0,34.8
MS,2023-02-01,Normal,0.53,1.0,51,41.0,20.6,31.3
MS,2023-03-01,Normal,1.46,1.0,20,49.0,19.3,35.6
MS,2023-04-01,Normal,1.21,1.0,74,45.4,25.6,36.7
MS,2023-05-01,Normal,1.14,1.0,51,59.8,14.8,38.4
MS,2023-06-01,Normal,1.24,1.0,63,35.2,14.0,25.8
MS,2023-07-01,Normal,1.03,1.0,52,58.1,19.5,39.8
MS,2023-08-01,Normal,0.98,1.0,34,42.0,11.0,27.5
MS,2023-09-01,Normal,0.95,1.0,33,44.0,14.6,30.2
MS,2023-10-01,Normal,1.14,1.0,59,45.9,17.1,32.6
MS,2023-11-01,Normal,0.7,1.0,70,38.0,19.8,29.6
MS,2023-12-01,Pre_Christmas,1.89,1.84,22,70.2,15.4,46.3
MS,2024-01-01,Post_Christmas,0.85,1.0,69,59.2,21.2,41.1
MS,2024-02-01,Normal,1.08,1.0,17,59.9,27.6,44.8
MS,2024-03-01,Normal,0.64,1.0,58,50.1,20.9,36.1
MS,2024-04-01,Normal,1.47,1.0,68,43.6,15.7,31.1
MS,2024-05-01,Normal,1.4,1.0,37,55.5,11.2,34.8
MS,2024-06-01,Normal,1.42,1.0,54,30.7,12.7,23.1
MS,2024-07-01,Normal,0.83,1.0,79,55.0,21.2,38.9
MS,2024-08-01,Normal,0.67,1.0,32,44.9,23.7,35.0
MS,2024-09-01,Normal,0.71,1.0,25,50.2,11.0,31.3
MS,2024-10-01,Normal,0.59,1.0,79,41.2,13.7,28.0
MS,2024-11-01,Normal,0.62,1.0,29,41.1,16.4,29.4
MS,2024-12-01,Pre_Christmas,0.8,1.92,55,35.4,16.4,27.4
MS,2025-01-01,Post_Christmas,0.57,1.0,40,42.3,29.2,36.3
MS,2025-02-01,Normal,0.63,1.0,57,36.7,14.1,26.0
MS,2025-03-01,Normal,1.33,1.0,58,37.4,11.3,25.7
MS,2025-04-01,Normal,1.08,1.0,24,47.5,17.1,33.4
MS,2025-05-01,Normal,1.27,1.0,43,39.5,12.7,27.4
MS,2025-06-01,Normal,1.13,1.0,14,54.9,12.5,34.8
MS,2025-07-01,Normal,1.38,1.0,25,33.3,18.1,27.1
MS,2025-08-01,Normal,1.14,1.0,79,47.3,16.1,32.8
MS,2025-09-01,Normal,1.02,1.0,45,34.8,11.8,24.3
MO,2020-01-01,Post_Christmas,1.21,1.0,53,45.8,48.1,48.2
MO,2020-02-01,Normal,0.95,1.0,72,46.6,45.1,46.8
MO,2020-03-01,Normal,0.85,1.0,59,49.3,32.3,41.6
MO,2020-04-01,Normal,0.97,1.0,65,42.8,55.9,50.3
MO,2020-05-01,Normal,0.67,1.0,59,45.3,38.5,42.6
MO,2020-06-01,Normal,1.3,1.0,44,35.4,58.8,48.4
MO,2020-07-01,Normal,0.76,1.0,54,43.9,57.9,51.7
MO,2020-08-01,Normal,0.65,1.0,30,41.2,43.0,42.8
MO,2020-09-01,Normal,0.75,1.0,72,50.0,36.9,44.2
MO,2020-10-01,Normal,1.34,1.0,22,43.0,55.0,50.3
MO,2020-11-01,Normal,0.83,1.0,71,53.4,40.8,47.9
MO,2020-12-01,Pre_Christmas,1.63,1.88,100,48.1,34.9,44.6
MO,2021-01-01,Post_Christmas,0.58,1.0,79,38.2,46.5,42.9
MO,2021-02-01,Normal,1.27,1.0,50,31.4,44.7,39.3
MO,2021-03-01,Normal,0.81,1.0,33,46.2,55.5,51.7
MO,2021-04-01,Normal,0.72,1.0,71,54.9,51.9,54.1
MO,2021-05-01,Normal,1.19,1.0,45,53.1,56.3,55.9
MO,2021-06-01,Normal,1.41,1.0,18,43.1,52.0,49.0
MO,2021-07-01,Normal,0.8,1.0,27,35.9,49.3,43.4
MO,2021-08-01,Normal,1.07,1.0,57,55.9,45.0,51.5
MO,2021-09-01,Normal,0.79,1.0,41,31.7,59.6,46.4
MO,2021-10-01,Normal,1.05,1.0,25,42.0,58.8,51.5
MO,2021-11-01,Normal,1.12,1.0,65,55.7,55.5,56.7
MO,2021-12-01,Pre_Christmas,1.47,1.81,24,46.5,53.3,52.6
MO,2022-01-01,Post_Christmas,0.64,1.0,12,38.0,47.3,43.3
MO,2022-02-01,Normal,1.19,1.0,37,48.0,37.8,44.1
MO,2022-03-01,Normal,1.17,1.0,73,34.6,56.3,46.6
MO,2022-04-01,Normal,1.18,1.0,75,49.6,30.3,41.1
MO,2022-05-01,Normal,0.57,1.0,71,43.1,36.8,40.5
MO,2022-06-01,Normal,0.95,1.0,32,40.0,42.1,42.0
MO,2022-07-01,Normal,0.91,1.0,14,37.2,47.6,43.3
MO,2022-08-01,Normal,0.59,1.0,67,54.7,46.8,51.3
MO,2022-09-01,Normal,0.72,1.0,36,41.9,35.3,39.3
MO,2022-10-01,Normal,0.94,1.0,62,52.2,33.1,43.6
MO,2022-11-01,Normal,1.24,1.0,18,43.2,36.7,41.2
MO,2022-12-01,Pre_Christmas,1.01,1.77,82,37.5,40.5,40.8
MO,2023-01-01,Post_Christmas,1.05,1.0,17,45.2,30.4,38.9
MO,2023-02-01,Normal,1.26,1.0,38,43.7,50.8,48.5
MO,2023-03-01,Normal,0.97,1.0,79,54.5,37.4,46.9
MO,2023-04-01,Normal,1.0,1.0,37,57.3,40.5,49.9
MO,2023-05-01,Normal,1.12,1.0,56,53.6,40.0,47.9
MO,2023-06-01,Normal,1.43,1.0,21,47.5,45.4,47.9
MO,2023-07-01,Normal,0.99,1.0,60,46.2,55.8,52.0
MO,2023-08-01,Normal,1.03,1.0,29,49.3,34.5,42.9
MO,2023-09-01,Normal,1.1,1.0,50,38.6,40.2,40.5
MO,2023-10-01,Normal,1.24,1.0,71,54.4,50.8,53.8
MO,2023-11-01,Normal,0.57,1.0,56,55.7,31.3,44.1
MO,2023-12-01,Pre_Christmas,1.32,1.52,56,45.3,54.9,52.1
MO,2024-01-01,Post_Christmas,1.42,1.0,69,55.5,58.9,58.6
MO,2024-02-01,Normal,0.99,1.0,25,42.7,48.2,46.4
MO,2024-03-01,Normal,0.97,1.0,55,57.3,58.7,59.0
MO,2024-04-01,Normal,1.46,1.0,43,33.6,42.4,39.5
MO,2024-05-01,Normal,0.95,1.0,32,30.8,42.5,37.6
MO,2024-06-01,Normal,0.68,1.0,60,40.4,33.2,37.5
MO,2024-07-01,Normal,0.72,1.0,35,47.0,31.1,39.8
MO,2024-08-01,Normal,0.6,1.0,30,40.5,37.3,39.5
MO,2024-09-01,Normal,0.5,1.0,47,58.3,44.3,51.8
MO,2024-10-01,Normal,0.93,1.0,63,37.6,45.2,42.3
MO,2024-11-01,Normal,1.27,1.0,70,38.4,36.5,38.7
MO,2024-12-01,Pre_Christmas,1.49,1.86,77,54.0,48.4,54.0
MO,2025-01-01,Post_Christmas,1.07,1.0,28,51.8,35.4,44.7
MO,2025-02-01,Normal,0.65,1.0,27,41.3,39.8,41.2
MO,2025-03-01,Normal,1.44,1.0,43,59.3,35.9,49.0
MO,2025-04-01,Normal,0.67,1.0,54,50.7,50.9,51.5
MO,2025-05-01,Normal,1.13,1.0,55,31.6,45.5,39.7
MO,2025-06-01,Normal,0.83,1.0,20,32.8,52.1,43.3
MO,2025-07-01,Normal,1.14,1.0,64,32.6,31.7,33.3
MO,2025-08-01,Normal,0.91,1.0,35,58.6,42.8,51.6
MO,2025-09-01,Normal,1.26,1.0,71,50.5,59.0,56.0
MT,2020-01-01,Post_Christmas,0.73,1.0,60,42.8,31.6,37.9
MT,2020-02-01,Normal,1.41,1.0,78,36.0,42.6,40.7
MT,2020-03-01,Normal,1.0,1.0,54,56.2,31.2,44.7
MT,2020-04-01,Normal,1.26,1.0,46,36.0,34.4,36.5
MT,2020-05-01,Normal,1.35,1.0,23,51.2,43.9,48.9
MT,2020-06-01,Normal,1.5,1.0,37,52.9,34.7,45.3
MT,2020-07-01,Normal,0.72,1.0,70,38.8,45.6,42.9
MT,2020-08-01,Normal,0.79,1.0,36,45.1,57.7,52.2
MT,2020-09-01,Normal,0.75,1.0,13,36.7,36.0,37.1
MT,2020-10-01,Normal,0.76,1.0,27,41.4,33.2,38.1
MT,2020-11-01,Normal,1.08,1.0,51,59.0,54.8,58.0
MT,2020-12-01,Pre_Christmas,2.09,1.77,73,60.2,43.8,55.7
MT,2021-01-01,Post_Christmas,1.03,1.0,78,46.2,56.5,52.4
MT,2021-02-01,Normal,1.14,1.0,48,37.2,39.2,39.3
MT,2021-03-01,Normal,1.36,1.0,66,51.4,48.8,51.5
MT,2021-04-01,Normal,1.43,1.0,13,45.0,57.7,52.8
MT,2021-05-01,Normal,0.7,1.0,51,35.3,35.2,36.0
MT,2021-06-01,Normal,1.03,1.0,43,42.4,54.0,49.2
MT,2021-07-01,Normal,1.33,1.0,64,49.0,48.9,50.3
MT,2021-08-01,Normal,0.8,1.0,66,52.1,54.4,54.0
MT,2021-09-01,Normal,0.94,1.0,55,37.3,35.1,37.1
MT,2021-10-01,Normal,1.49,1.0,56,56.3,43.0,51.1
MT,2021-11-01,Normal,1.49,1.0,58,41.4,33.9,39.1
MT,2021-12-01,Pre_Christmas,1.91,1.64,71,42.7,58.8,53.9
MT,2022-01-01,Post_Christmas,0.77,1.0,25,54.1,31.9,43.8
MT,2022-02-01,Normal,0.82,1.0,53,40.6,32.0,37.1
MT,2022-03-01,Normal,1.05,1.0,26,44.5,56.9,51.8
MT,2022-04-01,Normal,1.06,1.0,71,36.7,39.0,38.9
MT,2022-05-01,Normal,1.01,1.0,78,50.6,47.9,50.3
MT,2022-06-01,Normal,1.14,1.0,53,53.4,38.6,47.1
MT,2022-07-01,Normal,0.91,1.0,25,40.2,49.5,45.8
MT,2022-08-01,Normal,1.25,1.0,75,58.4,35.8,48.3
MT,2022-09-01,Normal,0.83,1.0,26,30.9,43.8,38.2
MT,2022-10-01,Normal,0.83,1.0,40,34.0,46.0,40.8
MT,2022-11-01,Normal,0.63,1.0,70,47.7,40.0,44.5
MT,2022-12-01,Pre_Christmas,0.94,1.66,60,57.4,37.6,49.1
MT,2023-01-01,Post_Christmas,0.95,1.0,27,46.6,34.2,41.4
MT,2023-02-01,Normal,0.73,1.0,57,39.6,51.2,46.1
MT,2023-03-01,Normal,1.26,1.0,60,46.6,35.0,42.1
MT,2023-04-01,Normal,1.05,1.0,25,49.8,38.8,45.3
MT,2023-05-01,Normal,0.52,1.0,21,59.2,40.1,50.2
MT,2023-06-01,Normal,0.82,1.0,59,43.7,43.6,44.5
MT,2023-07-01,Normal,0.68,1.0,21,49.4,51.1,50.9
MT,2023-08-01,Normal,1.16,1.0,14,47.3,42.8,46.2
MT,2023-09-01,Normal,0.78,1.0,44,39.5,56.1,48.6
MT,2023-10-01,Normal,0.56,1.0,49,37.6,50.4,44.6
MT,2023-11-01,Normal,0.55,1.0,27,59.6,55.2,58.0
MT,2023-12-01,Pre_Christmas,1.3,1.97,28,42.7,51.5,49.7
MT,2024-01-01,Post_Christmas,1.35,1.0,26,34.4,34.5,35.8
MT,2024-02-01,Normal,0.66,1.0,10,54.1,59.3,57.4
MT,2024-03-01,Normal,1.11,1.0,35,35.6,53.6,45.7
MT,2024-04-01,Normal,0.94,1.0,11,59.0,47.2,54.0
MT,2024-05-01,Normal,0.94,1.0,32,50.6,35.0,43.7
MT,2024-06-01,Normal,0.57,1.0,50,32.7,35.2,34.5
MT,2024-07-01,Normal,1.3,1.0,12,50.8,48.4,50.9
MT,2024-08-01,Normal,1.39,1.0,53,48.1,42.5,46.7
MT,2024-09-01,Normal,0.51,1.0,53,40.1,50.3,45.7
MT,2024-10-01,Normal,0.68,1.0,50,37.8,41.2,40.2
MT,2024-11-01,Normal,1.4,1.0,53,51.6,45.4,49.9
MT,2024-12-01,Pre_Christmas,1.29,1.81,85,59.2,35.6,49.7
MT,2025-01-01,Post_Christmas,0.7,1.0,14,56.3,34.7,46.2
MT,2025-02-01,Normal,1.16,1.0,58,38.1,32.3,36.4
MT,2025-03-01,Normal,1.22,1.0,71,32.1,54.6,44.6
MT,2025-04-01,Normal,1.1,1.0,74,48.0,46.7,48.5
MT,2025-05-01,Normal,1.45,1.0,50,33.2,58.4,47.2
MT,2025-06-01,Normal,0.99,1.0,38,38.3,52.5,46.4
MT,2025-07-01,Normal,0.8,1.0,38,45.2,53.1,50.0
MT,2025-08-01,Normal,0.98,1.0,14,38.6,45.3,42.9
MT,2025-09-01,Normal,0.86,1.0,42,36.4,54.5,46.3
NE,2020-01-01,Post_Christmas,0.72,1.0,45,51.1,58.3,55.4
NE,2020-02-01,Normal,0.55,1.0,24,46.4,51.7,49.6
NE,2020-03-01,Normal,0.85,1.0,63,55.2,33.2,45.1
NE,2020-04-01,Normal,1.21,1.0,66,47.4,49.5,49.7
NE,2020-05-01,Normal,0.52,1.0,31,44.5,33.6,39.6
NE,2020-06-01,Normal,0.94,1.0,73,37.8,32.3,36.0
NE,2020-07-01,Normal,1.14,1.0,17,53.8,50.8,53.4
NE,2020-08-01,Normal,1.11,1.0,73,35.9,55.0,46.6
NE,2020-09-01,Normal,1.28,1.0,63,37.3,34.8,37.3
NE,2020-10-01,Normal,1.31,1.0,25,55.2,32.2,45.0
NE,2020-11-01,Normal,1.21,1.0,55,52.2,56.6,55.6
NE,2020-12-01,Pre_Christmas,0.78,1.74,38,53.4,34.0,45.1
NE,2021-01-01,Post_Christmas,1.1,1.0,27,33.8,31.1,33.5
NE,2021-02-01,Normal,0.75,1.0,31,45.0,51.6,49.0
NE,2021-03-01,Normal,0.54,1.0,23,52.4,55.4,54.4
NE,2021-04-01,Normal,0.72,1.0,33,43.9,45.4,45.4
NE,2021-05-01,Normal,0.95,1.0,52,30.5,46.2,39.3
NE,2021-06-01,Normal,0.91,1.0,54,35.5,40.1,38.7
NE,2021-07-01,Normal,0.68,1.0,48,47.7,37.2,43.1
NE,2021-08-01,Normal,1.32,1.0,23,50.8,52.7,53.1
NE,2021-09-01,Normal,1.43,1.0,24,31.0,55.5,44.7
NE,2021-10-01,Normal,0.7,1.0,74,31.3,39.6,36.2
NE,2021-11-01,Normal,1.43,1.0,27,37.8,38.2,39.4
NE,2021-12-01,Pre_Christmas,0.72,1.81,20,37.5,38.0,39.1
NE,2022-01-01,Post_Christmas,1.45,1.0,33,33.7,31.5,34.0
NE,2022-02-01,Normal,0.51,1.0,69,49.4,38.4,44.4
NE,2022-03-01,Normal,1.26,1.0,28,53.3,30.8,43.3
NE,2022-04-01,Normal,1.47,1.0,59,59.1,53.7,57.9
NE,2022-05-01,Normal,1.41,1.0,44,58.5,37.7,49.5
NE,2022-06-01,Normal,1.47,1.0,34,38.2,50.7,45.9
NE,2022-07-01,Normal,1.05,1.0,56,30.9,46.3,39.6
NE,2022-08-01,Normal,0.58,1.0,51,39.9,55.1,48.1
NE,2022-09-01,Normal,1.35,1.0,32,51.3,58.8,56.4
NE,2022-10-01,Normal,1.11,1.0,25,31.8,41.0,37.5
NE,2022-11-01,Normal,1.11,1.0,74,40.8,32.7,37.9
NE,2022-12-01,Pre_Christmas,1.21,1.71,28,43.7,52.5,50.2
NE,2023-01-01,Post_Christmas,0.65,1.0,79,51.2,30.6,41.5
NE,2023-02-01,Normal,1.24,1.0,34,49.8,36.7,44.5
NE,2023-03-01,Normal,0.58,1.0,49,46.1,31.6,39.4
NE,2023-04-01,Normal,1.23,1.0,53,57.3,56.9,58.3
NE,2023-05-01,Normal,1.35,1.0,33,33.1,30.2,33.0
NE,2023-06-01,Normal,0.97,1.0,25,34.5,44.8,40.6
NE,2023-07-01,Normal,1.01,1.0,46,41.5,42.7,43.1
NE,2023-08-01,Normal,0.81,1.0,56,49.7,49.6,50.5
NE,2023-09-01,Normal,1.47,1.0,28,47.5,38.7,44.6
NE,2023-10-01,Normal,1.23,1.0,63,32.2,56.2,45.4
NE,2023-11-01,Normal,0.87,1.0,54,58.8,52.0,56.3
NE,2023-12-01,Pre_Christmas,0.84,1.74,25,44.5,43.0,45.2
NE,2024-01-01,Post_Christmas,0.96,1.0,55,48.7,40.7,45.7
NE,2024-02-01,Normal,1.44,1.0,40,58.4,54.5,57.9
NE,2024-03-01,Normal,1.23,1.0,55,49.9,52.7,52.5
NE,2024-04-01,Normal,0.72,1.0,64,58.6,42.0,51.0
NE,2024-05-01,Normal,1.36,1.0,58,35.6,40.2,39.3
NE,2024-06-01,Normal,0.88,1.0,55,48.6,31.2,40.8
NE,2024-07-01,Normal,1.35,1.0,68,54.9,32.5,45.0
NE,2024-08-01,Normal,0.74,1.0,59,45.3,31.6,39.2
NE,2024-09-01,Normal,1.12,1.0,66,40.9,30.7,36.9
NE,2024-10-01,Normal,1.43,1.0,38,59.5,34.6,48.5
NE,2024-11-01,Normal,0.76,1.0,24,34.2,55.7,45.7
NE,2024-12-01,Pre_Christmas,1.67,1.65,35,50.3,53.9,54.9
NE,2025-01-01,Post_Christmas,0.65,1.0,15,57.0,55.4,56.8
NE,2025-02-01,Normal,0.59,1.0,24,59.4,48.7,54.6
NE,2025-03-01,Normal,1.17,1.0,77,56.5,48.7,53.8
NE,2025-04-01,Normal,0.84,1.0,60,31.5,33.7,33.4
NE,2025-05-01,Normal,0.57,1.0,62,57.9,51.0,55.0
NE,2025-06-01,Normal,0.98,1.0,23,42.8,38.4,41.6
NE,2025-07-01,Normal,1.25,1.0,14,49.5,45.6,48.8
NE,2025-08-01,Normal,0.79,1.0,30,41.8,58.6,51.0
NE,2025-09-01,Normal,0.84,1.0,69,54.4,56.1,56.1
NV,2020-01-01,Post_Christmas,1.35,1.0,45,47.3,37.0,43.5
NV,2020-02-01,Normal,1.02,1.0,64,55.4,52.1,54.8
NV,2020-03-01,Normal,1.34,1.0,44,35.8,33.1,35.8
NV,2020-04-01,Normal,0.95,1.0,44,35.5,30.8,34.1
NV,2020-05-01,Normal,1.45,1.0,52,43.2,30.8,38.5
NV,2020-06-01,Normal,1.15,1.0,77,30.1,35.1,33.8
NV,2020-07-01,Normal,0.62,1.0,40,50.8,50.8,51.4
NV,2020-08-01,Normal,1.39,1.0,51,38.9,40.9,41.3
NV,2020-09-01,Normal,0.99,1.0,74,46.7,30.5,39.6
NV,2020-10-01,Normal,0.64,1.0,36,32.1,59.6,46.5
NV,2020-11-01,Normal,0.65,1.0,68,35.1,46.0,41.2
NV,2020-12-01,Pre_Christmas,1.44,1.72,65,55.0,41.8,50.9
NV,2021-01-01,Post_Christmas,0.79,1.0,71,36.4,45.6,41.8
NV,2021-02-01,Normal,0.64,1.0,32,36.9,45.6,41.9
NV,2021-03-01,Normal,0.94,1.0,54,36.4,44.1,41.2
NV,2021-04-01,Normal,0.91,1.0,32,48.7,48.4,49.5
NV,2021-05-01,Normal,1.02,1.0,52,35.0,56.6,46.8
NV,2021-06-01,Normal,0.78,1.0,65,40.9,39.1,40.8
NV,2021-07-01,Normal,0.53,1.0,40,50.6,44.6,48.1
NV,2021-08-01,Normal,1.11,1.0,40,45.4,30.1,38.9
NV,2021-09-01,Normal,0.87,1.0,32,47.9,55.8,52.7
NV,2021-10-01,Normal,1.15,1.0,61,37.5,39.2,39.5
NV,2021-11-01,Normal,0.61,1.0,51,58.0,38.1,48.7
NV,2021-12-01,Pre_Christmas,0.64,1.84,55,47.9,59.9,55.1
NV,2022-01-01,Post_Christmas,0.96,1.0,11,57.1,47.5,53.3
NV,2022-02-01,Normal,0.89,1.0,69,49.7,33.7,42.6
NV,2022-03-01,Normal,1.31,1.0,69,48.4,38.0,44.5
NV,2022-04-01,Normal,0.88,1.0,14,56.6,40.6,49.5
